design,scenario_id,run_id,method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_non_ok_rate,terminal_jobs,terminal_throughput_rps
A_microservices,design_a_s_medium_submit_heavy,design_a_s_medium_submit_heavy-r02-fba80230d0,GetJobStatus,240,240,4.0,17.41,30.075,40.646,0.0,63,1.05
A_microservices,design_a_s_medium_submit_heavy,design_a_s_medium_submit_heavy-r02-fba80230d0,GetJobResult,180,180,3.0,17.384,31.043,42.789,0.0,63,1.05
A_microservices,design_a_s_medium_submit_heavy,design_a_s_medium_submit_heavy-r02-fba80230d0,CancelJob,60,60,1.0,26.279,36.415,40.926,0.0,63,1.05
A_microservices,design_a_s_medium_submit_heavy,design_a_s_medium_submit_heavy-r02-fba80230d0,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,63,1.05
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r00-62f5b20c11,SubmitJob,840,840,14.0,26.687,36.404,41.694,0.0,676,11.266667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r00-62f5b20c11,GetJobStatus,720,720,12.0,22.805,33.265,38.633,0.0,676,11.266667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r00-62f5b20c11,GetJobResult,600,600,10.0,27.792,37.526,42.258,0.0,676,11.266667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r00-62f5b20c11,CancelJob,240,240,4.0,22.599,34.094,38.246,0.0,676,11.266667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r00-62f5b20c11,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,676,11.266667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r01-03d4b09a87,SubmitJob,840,840,14.0,25.989,36.068,41.692,0.0,685,11.416667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r01-03d4b09a87,GetJobStatus,720,720,12.0,22.659,32.98,39.852,0.0,685,11.416667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r01-03d4b09a87,GetJobResult,600,600,10.0,28.118,38.153,42.863,0.0,685,11.416667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r01-03d4b09a87,CancelJob,240,240,4.0,22.642,33.043,36.709,0.0,685,11.416667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r01-03d4b09a87,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,685,11.416667
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r02-78743b016e,SubmitJob,840,840,14.0,22.898,34.697,40.837,0.0,708,11.8
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r02-78743b016e,GetJobStatus,720,720,12.0,18.945,31.0,36.83,0.0,708,11.8
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r02-78743b016e,GetJobResult,600,600,10.0,24.71,37.041,41.498,0.0,708,11.8
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r02-78743b016e,CancelJob,240,240,4.0,19.506,31.608,36.95,0.0,708,11.8
B_monolith,design_b_s_high_balanced,design_b_s_high_balanced-r02-78743b016e,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,708,11.8
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r00-a32dc2caf9,SubmitJob,360,360,6.0,26.53,37.985,43.291,0.0,411,6.85
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r00-a32dc2caf9,GetJobStatus,1080,1080,18.0,22.702,34.814,39.727,0.0,411,6.85
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r00-a32dc2caf9,GetJobResult,840,840,14.0,27.93,38.888,43.234,0.0,411,6.85
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r00-a32dc2caf9,CancelJob,120,120,2.0,21.705,32.378,36.741,0.0,411,6.85
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r00-a32dc2caf9,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,411,6.85
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r01-71a268d9ff,SubmitJob,360,360,6.0,25.224,35.619,39.135,0.0,392,6.533333
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r01-71a268d9ff,GetJobStatus,1080,1080,18.0,22.021,34.001,37.384,0.0,392,6.533333
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r01-71a268d9ff,GetJobResult,840,840,14.0,27.309,38.118,42.277,0.0,392,6.533333
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r01-71a268d9ff,CancelJob,120,120,2.0,22.113,32.215,35.438,0.0,392,6.533333
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r01-71a268d9ff,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,392,6.533333
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r02-17bd4c8695,SubmitJob,360,360,6.0,26.605,40.149,51.877,0.0,417,6.95
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r02-17bd4c8695,GetJobStatus,1080,1080,18.0,22.983,36.661,50.703,0.0,417,6.95
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r02-17bd4c8695,GetJobResult,840,840,14.0,28.594,41.004,52.17,0.0,417,6.95
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r02-17bd4c8695,CancelJob,120,120,2.0,22.49,36.287,44.05,0.0,417,6.95
B_monolith,design_b_s_high_poll_heavy,design_b_s_high_poll_heavy-r02-17bd4c8695,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,417,6.95
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r00-10dfd3502f,SubmitJob,1440,1440,24.0,25.25,37.324,40.621,0.0,668,11.133333
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r00-10dfd3502f,GetJobStatus,480,480,8.0,21.155,33.614,37.361,0.0,668,11.133333
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r00-10dfd3502f,GetJobResult,360,360,6.0,27.814,37.824,42.939,0.0,668,11.133333
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r00-10dfd3502f,CancelJob,120,120,2.0,21.581,32.628,38.673,0.0,668,11.133333
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r00-10dfd3502f,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,668,11.133333
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r01-dbe0c33850,SubmitJob,1440,1440,24.0,25.301,39.235,45.466,0.0,658,10.966667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r01-dbe0c33850,GetJobStatus,480,480,8.0,22.007,37.505,46.908,0.0,658,10.966667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r01-dbe0c33850,GetJobResult,360,360,6.0,26.574,40.696,46.165,0.0,658,10.966667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r01-dbe0c33850,CancelJob,120,120,2.0,21.672,33.722,46.844,0.0,658,10.966667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r01-dbe0c33850,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,658,10.966667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r02-46430bee0a,SubmitJob,1440,1440,24.0,28.084,39.646,61.409,0.0,673,11.216667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r02-46430bee0a,GetJobStatus,480,480,8.0,23.781,35.095,42.338,0.0,673,11.216667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r02-46430bee0a,GetJobResult,360,360,6.0,29.347,40.237,63.637,0.0,673,11.216667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r02-46430bee0a,CancelJob,120,120,2.0,23.298,33.285,41.333,0.0,673,11.216667
B_monolith,design_b_s_high_submit_heavy,design_b_s_high_submit_heavy-r02-46430bee0a,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,673,11.216667
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r00-5de3ea804f,SubmitJob,105,105,1.75,7.766,16.84,30.862,0.0,85,1.416667
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r00-5de3ea804f,GetJobStatus,90,90,1.5,5.253,10.448,23.805,0.0,85,1.416667
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r00-5de3ea804f,GetJobResult,75,75,1.25,7.485,15.256,32.636,0.0,85,1.416667
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r00-5de3ea804f,CancelJob,30,30,0.5,5.378,8.229,8.704,0.0,85,1.416667
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r00-5de3ea804f,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,85,1.416667
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r01-7e8727c707,SubmitJob,105,105,1.75,7.782,12.73,24.945,0.0,86,1.433333
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r01-7e8727c707,GetJobStatus,90,90,1.5,6.115,9.559,35.623,0.0,86,1.433333
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r01-7e8727c707,GetJobResult,75,75,1.25,7.42,21.594,36.228,0.0,86,1.433333
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r01-7e8727c707,CancelJob,30,30,0.5,5.774,8.945,23.831,0.0,86,1.433333
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r01-7e8727c707,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,86,1.433333
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r02-610f43c189,SubmitJob,105,105,1.75,9.065,16.324,20.655,0.0,87,1.45
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r02-610f43c189,GetJobStatus,90,90,1.5,6.022,12.207,14.446,0.0,87,1.45
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r02-610f43c189,GetJobResult,75,75,1.25,8.663,14.204,17.808,0.0,87,1.45
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r02-610f43c189,CancelJob,30,30,0.5,6.262,18.298,21.333,0.0,87,1.45
B_monolith,design_b_s_low_balanced,design_b_s_low_balanced-r02-610f43c189,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,87,1.45
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r00-038b539781,SubmitJob,45,45,0.75,8.586,12.345,23.78,0.0,50,0.833333
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r00-038b539781,GetJobStatus,135,135,2.25,6.458,11.704,17.521,0.0,50,0.833333
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r00-038b539781,GetJobResult,105,105,1.75,8.9,16.107,19.808,0.0,50,0.833333
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r00-038b539781,CancelJob,15,15,0.25,7.334,10.383,10.383,0.0,50,0.833333
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r00-038b539781,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,50,0.833333
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r01-462e753565,SubmitJob,45,45,0.75,7.028,11.562,12.255,0.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r01-462e753565,GetJobStatus,135,135,2.25,5.213,7.814,10.595,0.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r01-462e753565,GetJobResult,105,105,1.75,7.24,12.094,14.315,0.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r01-462e753565,CancelJob,15,15,0.25,5.202,8.412,8.412,0.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r01-462e753565,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r02-70aa6026ef,SubmitJob,45,45,0.75,7.074,10.997,14.05,0.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r02-70aa6026ef,GetJobStatus,135,135,2.25,5.459,9.999,12.449,0.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r02-70aa6026ef,GetJobResult,105,105,1.75,6.986,11.741,15.723,0.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r02-70aa6026ef,CancelJob,15,15,0.25,5.95,10.428,10.428,0.0,54,0.9
B_monolith,design_b_s_low_poll_heavy,design_b_s_low_poll_heavy-r02-70aa6026ef,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,54,0.9
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r00-7fcc4a66cb,SubmitJob,180,180,3.0,8.682,17.228,22.794,0.0,81,1.35
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r00-7fcc4a66cb,GetJobStatus,60,60,1.0,6.534,10.136,16.452,0.0,81,1.35
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r00-7fcc4a66cb,GetJobResult,45,45,0.75,9.009,16.355,24.847,0.0,81,1.35
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r00-7fcc4a66cb,CancelJob,15,15,0.25,4.79,18.005,18.005,0.0,81,1.35
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r00-7fcc4a66cb,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,81,1.35
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r01-496a5528bf,SubmitJob,180,180,3.0,9.2,13.615,19.048,0.0,82,1.366667
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r01-496a5528bf,GetJobStatus,60,60,1.0,6.712,13.499,17.845,0.0,82,1.366667
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r01-496a5528bf,GetJobResult,45,45,0.75,10.149,14.321,18.265,0.0,82,1.366667
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r01-496a5528bf,CancelJob,15,15,0.25,7.524,9.879,9.879,0.0,82,1.366667
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r01-496a5528bf,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,82,1.366667
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r02-6e653e5a16,SubmitJob,180,180,3.0,8.51,14.791,24.362,0.0,78,1.3
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r02-6e653e5a16,GetJobStatus,60,60,1.0,6.349,12.063,13.617,0.0,78,1.3
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r02-6e653e5a16,GetJobResult,45,45,0.75,9.055,13.964,22.441,0.0,78,1.3
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r02-6e653e5a16,CancelJob,15,15,0.25,6.843,14.106,14.106,0.0,78,1.3
B_monolith,design_b_s_low_submit_heavy,design_b_s_low_submit_heavy-r02-6e653e5a16,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,78,1.3
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r00-bb6176a896,SubmitJob,420,420,7.0,16.514,23.839,28.556,0.0,342,5.7
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r00-bb6176a896,GetJobStatus,360,360,6.0,13.246,23.37,25.732,0.0,342,5.7
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r00-bb6176a896,GetJobResult,300,300,5.0,16.991,25.736,29.592,0.0,342,5.7
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r00-bb6176a896,CancelJob,120,120,2.0,13.911,22.033,25.28,0.0,342,5.7
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r00-bb6176a896,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,342,5.7
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r01-38b887e019,SubmitJob,420,420,7.0,15.59,22.895,28.871,0.0,348,5.8
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r01-38b887e019,GetJobStatus,360,360,6.0,13.3,23.046,30.332,0.0,348,5.8
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r01-38b887e019,GetJobResult,300,300,5.0,16.994,25.782,34.032,0.0,348,5.8
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r01-38b887e019,CancelJob,120,120,2.0,13.821,22.023,32.901,0.0,348,5.8
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r01-38b887e019,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,348,5.8
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r02-690b022f78,SubmitJob,420,420,7.0,17.37,25.038,36.874,0.0,359,5.983333
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r02-690b022f78,GetJobStatus,360,360,6.0,15.505,23.739,30.54,0.0,359,5.983333
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r02-690b022f78,GetJobResult,300,300,5.0,19.835,26.095,37.888,0.0,359,5.983333
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r02-690b022f78,CancelJob,120,120,2.0,15.872,23.049,25.906,0.0,359,5.983333
B_monolith,design_b_s_medium_balanced,design_b_s_medium_balanced-r02-690b022f78,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,359,5.983333
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r00-4208591267,SubmitJob,180,180,3.0,18.909,26.954,32.916,0.0,207,3.45
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r00-4208591267,GetJobStatus,540,540,9.0,14.753,23.951,27.172,0.0,207,3.45
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r00-4208591267,GetJobResult,420,420,7.0,18.843,26.758,31.273,0.0,207,3.45
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r00-4208591267,CancelJob,60,60,1.0,16.648,27.632,28.719,0.0,207,3.45
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r00-4208591267,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,207,3.45
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r01-82d950095d,SubmitJob,180,180,3.0,19.915,28.931,38.125,0.0,215,3.583333
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r01-82d950095d,GetJobStatus,540,540,9.0,16.855,29.253,37.03,0.0,215,3.583333
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r01-82d950095d,GetJobResult,420,420,7.0,21.114,31.307,42.019,0.0,215,3.583333
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r01-82d950095d,CancelJob,60,60,1.0,17.28,29.326,34.213,0.0,215,3.583333
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r01-82d950095d,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,215,3.583333
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r02-076a5dea4a,SubmitJob,180,180,3.0,17.519,26.013,29.88,0.0,208,3.466667
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r02-076a5dea4a,GetJobStatus,540,540,9.0,13.402,22.201,25.574,0.0,208,3.466667
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r02-076a5dea4a,GetJobResult,420,420,7.0,18.228,26.193,29.625,0.0,208,3.466667
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r02-076a5dea4a,CancelJob,60,60,1.0,15.339,22.381,24.706,0.0,208,3.466667
B_monolith,design_b_s_medium_poll_heavy,design_b_s_medium_poll_heavy-r02-076a5dea4a,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,208,3.466667
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r00-0de1dff553,SubmitJob,720,720,12.0,18.392,27.584,34.208,0.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r00-0de1dff553,GetJobStatus,240,240,4.0,15.862,23.898,29.862,0.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r00-0de1dff553,GetJobResult,180,180,3.0,20.344,30.783,36.97,0.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r00-0de1dff553,CancelJob,60,60,1.0,14.816,22.205,24.759,0.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r00-0de1dff553,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r01-06f34e3a50,SubmitJob,720,720,12.0,18.725,27.031,51.477,0.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r01-06f34e3a50,GetJobStatus,240,240,4.0,15.485,23.044,29.405,0.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r01-06f34e3a50,GetJobResult,180,180,3.0,21.173,28.921,79.726,0.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r01-06f34e3a50,CancelJob,60,60,1.0,16.179,24.406,28.893,0.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r01-06f34e3a50,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,344,5.733333
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r02-05b5ea7d83,SubmitJob,720,720,12.0,19.61,26.448,31.14,0.0,345,5.75
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r02-05b5ea7d83,GetJobStatus,240,240,4.0,16.353,24.648,29.234,0.0,345,5.75
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r02-05b5ea7d83,GetJobResult,180,180,3.0,20.336,27.352,30.787,0.0,345,5.75
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r02-05b5ea7d83,CancelJob,60,60,1.0,15.386,24.411,28.713,0.0,345,5.75
B_monolith,design_b_s_medium_submit_heavy,design_b_s_medium_submit_heavy-r02-05b5ea7d83,ListJobs,0,0,0.0,0.0,0.0,0.0,1.0,345,5.75
